INSPIREID;NATCODE;NAMEUNIT;CODNUT1;CODNUT2;CODNUT3;CODIGOINE;Shape__Are;Shape__Len;AREA_MPIO
ES.IGN.SIGLIM34101212121;34101212121;Traiguera;ES5;ES52;ES522;12121;103609848,664000004529953;65437,014696899997944;59,758460033600002
ES.IGN.SIGLIM34101212123;34101212123;Vallat;ES5;ES52;ES522;12123;8548416,706189999356866;12015,852397000000565;5,005130184260000
ES.IGN.SIGLIM34101212124;34101212124;Vall d'Alba;ES5;ES52;ES522;12124;90758557,961300000548363;42775,094107800003258;52,915000520299998
ES.IGN.SIGLIM34101212125;34101212125;Vall de Almonacid;ES5;ES52;ES522;12125;35926307,220799997448921;27182,011251299998548;21,120113783000001
ES.IGN.SIGLIM34101212126;34101212126;la Vall d'Uixó;ES5;ES52;ES522;12126;113827196,172999992966652;47974,543323799996870;67,078837866499995
ES.IGN.SIGLIM34101212127;34101212127;Vallibona;ES5;ES52;ES522;12127;158694526,217000007629395;59489,097230699997453;91,369649208799999
ES.IGN.SIGLIM34101212009;34101212009;Almassora;ES5;ES52;ES522;12009;56226046,704000003635883;47681,578038599996944;33,002583812399997
ES.IGN.SIGLIM34101212027;34101212027;Benicarló;ES5;ES52;ES522;12027;82675073,917300000786781;42608,679288400002406;47,832799875699997
ES.IGN.SIGLIM34101212028;34101212028;Benicasim/Benicàssim;ES5;ES52;ES522;12028;62131535,915500000119209;40233,378662700000859;36,357520009200002
ES.IGN.SIGLIM34101212038;34101212038;Castellfort;ES5;ES52;ES522;12038;115559023,819000005722046;61205,401938199996948;66,735026851499995
ES.IGN.SIGLIM34101212041;34101212041;Castillo de Villamalefa;ES5;ES52;ES522;12041;64660674,405900001525879;59765,176328900000954;37,739022021200000
ES.IGN.SIGLIM34101212042;34101212042;Catí;ES5;ES52;ES522;12042;177058389,523999989032745;78244,455944000001182;102,346403297999998
ES.IGN.SIGLIM34101212071;34101212071;Jérica;ES5;ES52;ES522;12071;133118373,593999996781349;75420,644362199993338;78,274937063500005
ES.IGN.SIGLIM34101212072;34101212072;Llucena/Lucena del Cid;ES5;ES52;ES522;12072;234811987,287000000476837;81270,686957600002643;137,032738864000009
ES.IGN.SIGLIM34101212082;34101212082;Nules;ES5;ES52;ES522;12082;85479427,229900002479553;62895,046954899997218;50,316552899999998
ES.IGN.SIGLIM34101212111;34101212111;Tírig;ES5;ES52;ES522;12111;73152739,958000004291534;46708,280178200002410;42,337012954000002
ES.IGN.SIGLIM34101212115;34101212115;El Toro;ES5;ES52;ES522;12115;187365132,828999996185303;73466,673510399996303;109,946195474999996
ES.IGN.SIGLIM34101212117;34101212117;Torreblanca;ES5;ES52;ES522;12117;51177755,269400000572205;30918,803073200000654;29,813992158200001
ES.IGN.SIGLIM34101212122;34101212122;Useras/les Useres;ES5;ES52;ES522;12122;138373817,485000014305115;57699,322958700002346;80,684953534800002
ES.IGN.SIGLIM34101212129;34101212129;Vilafranca/Villafranca del Cid;ES5;ES52;ES522;12129;162143040,518000006675720;68278,602045699997689;93,843655821200002
ES.IGN.SIGLIM34104646071;34104646071;Bicorp;ES5;ES52;ES523;46071;227055528,715000003576279;66143,423819699994056;136,503698958999991
ES.IGN.SIGLIM34104646072;34104646072;Bocairent;ES5;ES52;ES523;46072;159648359,198000013828278;68525,039034200002789;96,980526862700003
ES.IGN.SIGLIM34104646081;34104646081;Canals;ES5;ES52;ES523;46081;36194218,595200002193451;54369,559409000001324;21,859646058799999
ES.IGN.SIGLIM34104646083;34104646083;Carcaixent;ES5;ES52;ES523;46083;98521458,175099998712540;59778,946051999999327;59,254967140200002
ES.IGN.SIGLIM34104646114;34104646114;Domeño;ES5;ES52;ES523;46114;116362944,351999998092651;78213,559574800005066;68,796742881599997
ES.IGN.SIGLIM34104646115;34104646115;Dos Aguas;ES5;ES52;ES523;46115;203104695,131000012159348;74708,993633999998565;121,506941291999993
ES.IGN.SIGLIM34104646116;34104646116;l'Eliana;ES5;ES52;ES523;46116;14779847,087600000202656;18511,347260400001687;8,772875695800000
ES.IGN.SIGLIM34104646132;34104646132;Genovés;ES5;ES52;ES523;46132;25130461,420600000768900;42992,609960000001593;15,162320997700000
ES.IGN.SIGLIM34104646148;34104646148;Loriguilla;ES5;ES52;ES523;46148;122250955,899000003933907;78598,661720999996760;72,420738686199996
ES.IGN.SIGLIM34104646149;34104646149;Losa del Obispo;ES5;ES52;ES523;46149;20577497,192600000649691;21325,403319799999736;12,166775926500000
ES.IGN.SIGLIM34104646154;34104646154;Llanera de Ranes;ES5;ES52;ES523;46154;15355387,664599999785423;38679,632560500002000;9,260977879980000
ES.IGN.SIGLIM34104646170;34104646170;Mogente/Moixent;ES5;ES52;ES523;46170;248147132,553000003099442;74236,519387599997572;150,227562049999989
ES.IGN.SIGLIM34104646238;34104646238;Tavernes de la Valldigna;ES5;ES52;ES523;46238;81897986,637400001287460;40963,892606300003536;49,281890331800000
ES.IGN.SIGLIM34104646249;34104646249;Utiel;ES5;ES52;ES523;46249;399759508,087000012397766;84794,695865100002266;236,916670231000012
ES.IGN.SIGLIM34104646250;34104646250;València;ES5;ES52;ES523;46250;233756994,891000002622604;231969,113099999987753;139,314848603999991
